,Index,label_longname,Type
239,175,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
240,176,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
241,177,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
242,178,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
243,179,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
244,180,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
245,181,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
246,182,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
247,183,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
248,184,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
249,185,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
250,186,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
251,187,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
252,188,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
253,189,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
254,190,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
255,191,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
256,192,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
257,193,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
258,194,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
259,195,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
260,196,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
261,197,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
262,198,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
263,199,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
264,200,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
265,201,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
266,202,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
267,203,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
268,204,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
269,205,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
270,206,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
271,207,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
272,208,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
273,209,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
274,210,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
275,211,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
276,212,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
277,213,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
278,214,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
279,215,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
280,216,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
281,217,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
282,218,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
283,219,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
284,220,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
285,221,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
286,222,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
287,223,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
288,224,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
289,225,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
290,226,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
291,227,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
292,228,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
293,229,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
294,230,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
295,231,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
296,232,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
297,233,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
298,234,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
299,235,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
300,236,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
301,237,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
302,238,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
303,239,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
304,240,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
305,241,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
306,242,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
307,243,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
308,244,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
309,245,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
310,246,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
311,247,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
312,248,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
313,249,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
314,250,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
315,251,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
316,252,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
317,253,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
318,254,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
319,255,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
320,0,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_1.2,ther
321,1,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_0.8,ther
322,2,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_1.2,ther
323,3,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_0.8,ther
324,4,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_1.2,ther
325,5,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_0.8,ther
326,6,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_1.2,ther
327,7,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_0.8,ther
328,8,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_1.2,ther
329,9,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_0.8,ther
330,10,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_1.2,ther
331,11,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_0.8,ther
332,12,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_1.2,ther
333,13,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_0.8,ther
334,14,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_1.2,ther
335,15,TK_IMPROAD_1.2_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_0.8,ther
336,16,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_1.2,ther
337,17,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_0.8,ther
338,18,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_1.2,ther
339,19,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_0.8,ther
340,20,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_1.2,ther
341,21,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_0.8,ther
342,22,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_1.2,ther
343,23,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_0.8,ther
344,24,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_1.2,ther
345,25,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_0.8,ther
346,26,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_1.2,ther
347,27,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_0.8,ther
348,28,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_1.2,ther
349,29,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_0.8,ther
350,30,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_1.2,ther
351,31,TK_IMPROAD_1.2_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_0.8,ther
352,32,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_1.2,ther
353,33,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_0.8,ther
354,34,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_1.2,ther
355,35,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_0.8,ther
356,36,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_1.2,ther
357,37,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_0.8,ther
358,38,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_1.2,ther
359,39,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_0.8,ther
360,40,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_1.2,ther
361,41,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_0.8,ther
362,42,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_1.2,ther
363,43,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_0.8,ther
364,44,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_1.2,ther
