Site,Variable,Model,mean_sdev,mean_coef
UK-KingsCollege,Qle,WRF_LCZ,0.8721883398566895,0.4278482496738434
UK-KingsCollege,Qle,LI_LCZ,0.863053185478267,0.42768025398254395
UK-KingsCollege,Qle,CESM_LCZ,0.8560558777776064,0.42343488335609436
UK-KingsCollege,Qtau,CNTL,0.8437615565738867,0.7515357136726379
UK-KingsCollege,Qtau,WRF_LCZ,0.8074851103891235,0.7404895424842834
UK-KingsCollege,Qtau,LI_LCZ,0.8006584137165543,0.739050030708313
UK-KingsCollege,Qtau,CESM_LCZ,0.7926037927124668,0.7524221539497375
UK-Swindon,Rn,CNTL,0.9320943226837054,0.9991077780723572
UK-Swindon,Rn,WRF_LCZ,0.9548078239474709,0.9990790486335754
UK-Swindon,Rn,LI_LCZ,0.9546458499562169,0.9991040229797363
UK-Swindon,Rn,CESM_LCZ,0.9546825831608032,0.9991406798362732
UK-Swindon,SWup,CNTL,0.9987698368496387,0.9910553693771362
UK-Swindon,SWup,WRF_LCZ,0.998769553776947,0.9910556077957153
UK-Swindon,SWup,LI_LCZ,0.998769553776947,0.9910556077957153
UK-Swindon,SWup,CESM_LCZ,0.998769553776947,0.9910556077957153
UK-Swindon,LWup,CNTL,1.247452552527107,0.9836466312408447
UK-Swindon,LWup,WRF_LCZ,1.1892818179844828,0.9888432025909424
UK-Swindon,LWup,LI_LCZ,1.1881573567039103,0.9890560507774353
UK-Swindon,LWup,CESM_LCZ,1.1843242714939866,0.9890841841697693
UK-Swindon,Qh,CNTL,0.9093349278433339,0.93365877866745
UK-Swindon,Qh,WRF_LCZ,0.7960141173726855,0.9089807271957397
UK-Swindon,Qh,LI_LCZ,0.802765341870902,0.9101947546005249
UK-Swindon,Qh,CESM_LCZ,0.801588281062674,0.9128291010856628
UK-Swindon,Qle,CNTL,1.0509882704838065,0.8058245182037354
UK-Swindon,Qle,WRF_LCZ,1.030521204544882,0.8023132085800171
UK-Swindon,Qle,LI_LCZ,1.0307595541429608,0.8022518754005432
UK-Swindon,Qle,CESM_LCZ,1.0261957915046958,0.801457405090332
UK-Swindon,Qtau,CNTL,0.29021066064750217,0.7067439556121826
UK-Swindon,Qtau,WRF_LCZ,0.28274614827783895,0.6981402039527893
UK-Swindon,Qtau,LI_LCZ,0.2829331316812841,0.6982656121253967
UK-Swindon,Qtau,CESM_LCZ,0.2834482249439625,0.7011852264404297
US-Baltimore,Rn,CNTL,0.9138128980443992,0.9963144274570614
US-Baltimore,Rn,WRF_LCZ,0.9256186943858571,0.9963980419311635
US-Baltimore,Rn,LI_LCZ,0.9247402881089345,0.9963982378017006
US-Baltimore,Rn,CESM_LCZ,0.9247649369687692,0.9964218561257626
US-Baltimore,SWup,CNTL,1.1058282882023576,0.9561722278594971
US-Baltimore,SWup,WRF_LCZ,1.1039249491905758,0.9570430517196655
US-Baltimore,SWup,LI_LCZ,1.1040782766414912,0.9571158289909363
US-Baltimore,SWup,CESM_LCZ,1.1028673050756175,0.9573104381561279
US-Baltimore,LWup,CNTL,1.2478532921371888,0.966163694858551
US-Baltimore,LWup,WRF_LCZ,1.2243793704511101,0.9720766544342041
US-Baltimore,LWup,LI_LCZ,1.2254146430656403,0.9716944098472595
US-Baltimore,LWup,CESM_LCZ,1.2236991432524607,0.9715535640716553
US-Baltimore,Qh,CNTL,0.7800644757857395,0.772125244140625
US-Baltimore,Qh,WRF_LCZ,0.7457288539738385,0.7523174285888672
US-Baltimore,Qh,LI_LCZ,0.7532159060029958,0.7553887367248535
US-Baltimore,Qh,CESM_LCZ,0.7529365017414734,0.757280707359314
US-Baltimore,Qle,CNTL,1.004032955771985,0.6661242246627808
US-Baltimore,Qle,WRF_LCZ,0.9965702394301722,0.6631880402565002
US-Baltimore,Qle,LI_LCZ,0.9974871591343387,0.6633161902427673
US-Baltimore,Qle,CESM_LCZ,0.9964781589789464,0.6630071997642517
US-Baltimore,Qtau,CNTL,0.3454169330881273,0.8561923503875732
US-Baltimore,Qtau,WRF_LCZ,0.3440552702026095,0.8527699708938599
US-Baltimore,Qtau,LI_LCZ,0.34423520121805506,0.8533950448036194
US-Baltimore,Qtau,CESM_LCZ,0.3446661791750665,0.8534560203552246
US-Minneapolis1,Rn,CNTL,1.0115203705412512,0.9826842344929351
US-Minneapolis1,Rn,WRF_LCZ,1.020948097815752,0.9826247697240018
US-Minneapolis1,Rn,LI_LCZ,1.0201133043667268,0.9825635626404025
US-Minneapolis1,Rn,CESM_LCZ,1.0206003816955784,0.9821341075923192
US-Minneapolis1,SWup,CNTL,0.7921955964704811,0.9357777833938599
US-Minneapolis1,SWup,WRF_LCZ,0.7897521540589404,0.935385525226593
US-Minneapolis1,SWup,LI_LCZ,0.7891329828870746,0.9350199699401855
US-Minneapolis1,SWup,CESM_LCZ,0.7814332970310864,0.9338254332542419
US-Minneapolis1,LWup,CNTL,0.9767912217414457,0.9893184900283813
US-Minneapolis1,LWup,WRF_LCZ,0.9690009913722675,0.9880520701408386
US-Minneapolis1,LWup,LI_LCZ,0.9687850017482355,0.988286018371582
US-Minneapolis1,LWup,CESM_LCZ,0.9678131013527872,0.9883901476860046
US-Minneapolis1,Qh,CNTL,0.6158493141140302,0.8624706268310547
US-Minneapolis1,Qh,WRF_LCZ,0.6041341794888723,0.8554449677467346
US-Minneapolis1,Qh,LI_LCZ,0.6092582764695329,0.8578174710273743
US-Minneapolis1,Qh,CESM_LCZ,0.6120295352222118,0.86067795753479
US-Minneapolis1,Qle,CNTL,1.4146890303684605,0.8364576101303101
US-Minneapolis1,Qle,WRF_LCZ,1.3887159649911063,0.8341807126998901
US-Minneapolis1,Qle,LI_LCZ,1.3902535475416447,0.8342177271842957
US-Minneapolis1,Qle,CESM_LCZ,1.3842209843448394,0.8335831165313721
US-Minneapolis1,Qtau,CNTL,0.3499674106382009,0.8784462213516235
US-Minneapolis1,Qtau,WRF_LCZ,0.3493511323144754,0.8785045742988586
US-Minneapolis1,Qtau,LI_LCZ,0.34957219772669895,0.8787379264831543
US-Minneapolis1,Qtau,CESM_LCZ,0.3505133441402635,0.8785665035247803
US-Minneapolis2,Rn,CNTL,1.054972046151647,0.9856848474831724
US-Minneapolis2,Rn,WRF_LCZ,1.0559774570396616,0.9853445887208575
US-Minneapolis2,Rn,LI_LCZ,1.0562138002642834,0.9853320922441507
US-Minneapolis2,Rn,CESM_LCZ,1.056160503937626,0.9853245383599991
US-Minneapolis2,SWup,CNTL,0.7818451958362687,0.9245310425758362
US-Minneapolis2,SWup,WRF_LCZ,0.7814714440985641,0.9237655401229858
US-Minneapolis2,SWup,LI_LCZ,0.7814657604333064,0.9237344264984131
US-Minneapolis2,SWup,CESM_LCZ,0.7814122730834706,0.9236913323402405
US-Minneapolis2,LWup,CNTL,0.8997322676431482,0.9828844666481018
US-Minneapolis2,LWup,WRF_LCZ,0.9056234415024448,0.9825461506843567
US-Minneapolis2,LWup,LI_LCZ,0.9055280731341572,0.9824645519256592
US-Minneapolis2,LWup,CESM_LCZ,0.9055910502415008,0.9824841618537903
US-Minneapolis2,Qh,CNTL,0.6900689673254691,0.6217196583747864
US-Minneapolis2,Qh,WRF_LCZ,0.6987100911319549,0.6466734409332275
US-Minneapolis2,Qh,LI_LCZ,0.6983288550310583,0.6471945643424988
US-Minneapolis2,Qh,CESM_LCZ,0.6987522159814348,0.647789478302002
US-Minneapolis2,Qle,CNTL,1.5204718453916575,0.8905029296875
US-Minneapolis2,Qle,WRF_LCZ,1.4956076806097784,0.8871081471443176
US-Minneapolis2,Qle,LI_LCZ,1.4942948548218418,0.886976957321167
US-Minneapolis2,Qle,CESM_LCZ,1.493175002033834,0.8869035243988037
US-Minneapolis2,Qtau,CNTL,0.36332976274340417,0.8211738467216492
US-Minneapolis2,Qtau,WRF_LCZ,0.3689805562996671,0.8273566961288452
US-Minneapolis2,Qtau,LI_LCZ,0.36911435321032987,0.8275676965713501
US-Minneapolis2,Qtau,CESM_LCZ,0.36932110422507336,0.8274968862533569
US-WestPhoenix,Rn,CNTL,0.9901972285331215,0.9987046067109713
US-WestPhoenix,Rn,WRF_LCZ,1.0117722040745578,0.99852173297197
US-WestPhoenix,Rn,LI_LCZ,1.0089071708144446,0.9985300432067071
US-WestPhoenix,Rn,CESM_LCZ,1.0087544167460951,0.9985334920774801
US-WestPhoenix,SWup,CNTL,0.9762878564239609,0.9972803592681885
US-WestPhoenix,SWup,WRF_LCZ,0.9762878564239609,0.9972803592681885
US-WestPhoenix,SWup,LI_LCZ,0.9762878564239609,0.9972803592681885
US-WestPhoenix,SWup,CESM_LCZ,0.9762878564239609,0.9972803592681885
US-WestPhoenix,LWup,CNTL,1.0502011847157486,0.9946908354759216
US-WestPhoenix,LWup,WRF_LCZ,1.0032197989731992,0.9932642579078674
US-WestPhoenix,LWup,LI_LCZ,1.0072367255016181,0.9935621619224548
US-WestPhoenix,LWup,CESM_LCZ,1.006895197490387,0.9936007857322693
US-WestPhoenix,Qh,CNTL,1.0393614969523344,0.9364922046661377
US-WestPhoenix,Qh,WRF_LCZ,0.9844774803552463,0.9278476238250732
US-WestPhoenix,Qh,LI_LCZ,0.9948538412910156,0.9295228123664856
US-WestPhoenix,Qh,CESM_LCZ,0.9951786309813202,0.9300316572189331
US-WestPhoenix,Qle,CNTL,0.48633124447798726,0.3001410663127899
US-WestPhoenix,Qle,WRF_LCZ,0.4932418574483285,0.3080695569515228
US-WestPhoenix,Qle,LI_LCZ,0.4913508847263156,0.3058296740055084
US-WestPhoenix,Qle,CESM_LCZ,0.49123708895455265,0.30573177337646484
US-WestPhoenix,Qtau,CNTL,0.6868782440448749,0.8458293080329895
US-WestPhoenix,Qtau,WRF_LCZ,0.6835005563250363,0.8432862162590027
US-WestPhoenix,Qtau,LI_LCZ,0.6836902210146746,0.8439617156982422
US-WestPhoenix,Qtau,CESM_LCZ,0.6834967247151446,0.8440395593643188
