time,lndgrid,urban_heat,hour,minute,index,site,date
08:00,0,-17.573519,8,0,0,AU-Pre,2004-05-22 08:00:00
08:30,0,-20.350077,8,30,0,AU-Pre,2004-05-22 08:30:00
09:00,0,-27.44864,9,0,0,AU-Pre,2004-05-22 09:00:00
09:30,0,-24.146183,9,30,0,AU-Pre,2004-05-22 09:30:00
10:00,0,-18.883152,10,0,0,AU-Pre,2004-05-22 10:00:00
10:30,0,-19.76474,10,30,0,AU-Pre,2004-05-22 10:30:00
11:00,0,-25.503496,11,0,0,AU-Pre,2004-05-22 11:00:00
11:30,0,-31.928387,11,30,0,AU-Pre,2004-05-22 11:30:00
12:00,0,-28.053219,12,0,0,AU-Pre,2004-05-22 12:00:00
12:30,0,-46.571518,12,30,0,AU-Pre,2004-05-22 12:30:00
13:00,0,-42.623524,13,0,0,AU-Pre,2004-05-22 13:00:00
13:30,0,-47.049423,13,30,0,AU-Pre,2004-05-22 13:30:00
14:00,0,-46.988426,14,0,0,AU-Pre,2004-05-22 14:00:00
14:30,0,-51.78874,14,30,0,AU-Pre,2004-05-22 14:30:00
15:00,0,-48.778572,15,0,0,AU-Pre,2004-05-22 15:00:00
15:30,0,-45.479,15,30,0,AU-Pre,2004-05-22 15:30:00
16:00,0,-56.081432,16,0,0,AU-Pre,2004-05-22 16:00:00
16:30,0,-67.56249,16,30,0,AU-Pre,2004-05-22 16:30:00
17:00,0,-67.397995,17,0,0,AU-Pre,2004-05-22 17:00:00
17:30,0,-73.69174,17,30,0,AU-Pre,2004-05-22 17:30:00
18:00,0,-53.873222,18,0,0,AU-Pre,2004-05-22 18:00:00
18:30,0,-52.07272,18,30,0,AU-Pre,2004-05-22 18:30:00
19:00,0,-58.37063,19,0,0,AU-Pre,2004-05-22 19:00:00
19:30,0,-64.62507,19,30,0,AU-Pre,2004-05-22 19:30:00
20:00,0,-71.40299,20,0,0,AU-Pre,2004-05-22 20:00:00
20:30,0,-77.34531,20,30,0,AU-Pre,2004-05-22 20:30:00
21:00,0,-76.18781,21,0,0,AU-Pre,2004-05-22 21:00:00
21:30,0,-62.726685,21,30,0,AU-Pre,2004-05-22 21:30:00
22:00,0,-50.852875,22,0,0,AU-Pre,2004-05-22 22:00:00
22:30,0,-44.495907,22,30,0,AU-Pre,2004-05-22 22:30:00
23:00,0,-29.841904,23,0,0,AU-Pre,2004-05-22 23:00:00
23:30,0,-20.15564,23,30,0,AU-Pre,2004-05-22 23:30:00
00:00,0,-22.651966,0,0,0,AU-Pre,2004-05-23 00:00:00
00:30,0,-23.973671,0,30,0,AU-Pre,2004-05-23 00:30:00
01:00,0,-19.425314,1,0,0,AU-Pre,2004-05-23 01:00:00
01:30,0,-19.513693,1,30,0,AU-Pre,2004-05-23 01:30:00
02:00,0,-18.904568,2,0,0,AU-Pre,2004-05-23 02:00:00
02:30,0,-20.43401,2,30,0,AU-Pre,2004-05-23 02:30:00
03:00,0,-25.214312,3,0,0,AU-Pre,2004-05-23 03:00:00
03:30,0,-26.195957,3,30,0,AU-Pre,2004-05-23 03:30:00
04:00,0,-25.23103,4,0,0,AU-Pre,2004-05-23 04:00:00
04:30,0,-33.797413,4,30,0,AU-Pre,2004-05-23 04:30:00
